Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[16.0, 8.0, 51.78479016590955, 84.78704522617997]","[0.125, 5.572547248668446, 9.192057891959728, 0.19883218932508878]","[0.7878137736332611, 0.4106900570048514]","[69.99999801333941, 90.0, 1.0, 1000.7412421522282, 2.0]","[7.102975146188098, 0.22904729943745136]","[48.95221218404087, 34.093575286428624, 57.69188606270598, 1.050000003977374]"
"[17.0, 8.0, 52.41089317797685, 80.29878278160649]","[0.125, 9.389483911271688, 9.19203708833367, 0.19883230006118177]","[0.7893534039945536, 0.40633322818411394]","[69.99999715372333, 90.0, 1.0, 982.6375089661328, 2.0]","[7.1029744321292, 0.22904733516444734]","[54.41056152288153, 33.8840943237545, 56.23607047344847, 1.0500000261430713]"
"[18.0, 9.0, 58.28887116771522, 43.699731112262725]","[0.125, 5.521512409952177, 9.317488279285483, 0.19825250655374613]","[0.7875016189507281, 0.41157765625720266]","[69.99999988297911, 90.0, 1.0, 725.3931291589854, 2.0]","[7.102974212127781, 0.22904735450600122]","[56.704359403282744, 33.980195492112514, 56.700956316435075, 1.0500000048963745]"
"[14.0, 7.0, 44.257914063965, 151.59669963935414]","[0.14048403248028382, 4.77387039641191, 9.583510454837413, 0.1970727031223998]","[0.7912808582949638, 0.4009276402335721]","[69.99999909832643, 90.0, 1.0, 995.9947034561416, 2.0]","[7.102974968394408, 0.22904732934949937]","[54.866017426813976, 34.11472841871148, 57.62248741911119, 1.0500000442450987]"
"[15.0, 8.0, 47.91191495795264, 115.82572177563219]","[0.12502456547873264, 5.560304120606654, 9.20966080252192, 0.19874989426029194]","[0.789933502064966, 0.4047006799647423]","[70.00000019360051, 90.00000807684535, 1.0, 571.1651135108893, 2.0]","[7.10297557725295, 0.2290472846087616]","[57.567943426557335, 34.14659113343414, 57.69227345943192, 1.0500000257199458]"
"[20.0, 10.0, 64.41378832085984, 13.540387349463433]","[0.12816783711785326, 5.420991850107062, 9.192050670263768, 0.19883220101291285]","[0.7876212120480303, 0.4112374262891919]","[69.99999993710205, 90.0, 1.0, 623.2862657270517, 2.0]","[7.102975333084646, 0.22904729152575493]","[53.716286872828256, 34.11828357997176, 57.69230300123578, 1.0500000208737665]"
"[14.0, 7.0, 45.12371526165235, 142.43784815912142]","[0.1324927626004661, 5.225683953768921, 9.206694934802721, 0.1987637117194479]","[0.7890485532590751, 0.4071931281626333]","[69.99999781576602, 90.0, 1.0, 771.4426391463923, 2.0]","[7.102975440375334, 0.22904728049897766]","[53.76683080281852, 34.118624040536716, 57.69230732058116, 1.0500000757623593]"
"[13.0, 7.0, 40.4392491608835, 198.3413687608794]","[0.12699034000288767, 5.474554311219551, 9.19281116026469, 0.1988286238661487]","[0.7908330352424403, 0.4021787917206]","[69.9999980316168, 90.0, 1.0, 891.2361819626661, 2.0]","[7.102975149806108, 0.22904729032505602]","[56.48020970350475, 34.137178923912714, 57.68765449701919, 1.0500000422785056]"
"[13.0, 7.0, 41.95238088834046, 178.4550612247083]","[0.12501995101650248, 5.567082195272229, 9.192038540993789, 0.19883224270125155]","[0.7895017863245263, 0.4059151745268994]","[70.00000343640171, 90.00000496321704, 1.0, 651.0190634041932, 2.0]","[7.102975365814526, 0.22904728612462336]","[53.7892208471443, 34.11837981256042, 57.69000572437761, 1.050000135331091]"
"[13.0, 7.0, 41.29341559203745, 186.87423612953128]","[0.125, 5.569639257018344, 9.19202425646086, 0.19883232481855476]","[0.7865248706807654, 0.41436438797161157]","[69.99998996732359, 90.0, 1.0, 1000.6635160810947, 2.0]","[7.102974841793801, 0.22904732365038893]","[56.853134568006865, 34.14083628146624, 57.69230483556591, 1.0500001434576633]"
"[15.0, 7.0, 45.68885280281118, 136.70323850280036]","[0.15534243420510668, 4.396931469887239, 9.192161093151615, 0.19883170112956378]","[0.7871152097725326, 0.4126784028888098]","[70.00000391482125, 90.00000909516584, 1.0, 995.5933883310972, 2.0]","[7.102975240540319, 0.22904729478521405]","[51.21505797895379, 34.10329122470757, 57.68936104017952, 1.0500000662279434]"
"[13.0, 7.0, 40.59812291479217, 196.15904115143857]","[0.1346997989979723, 5.131729833029128, 9.210922028441269, 0.19874403256299578]","[0.7889199565345186, 0.40755627006902756]","[69.9999921003462, 90.0, 1.0, 738.6434661082866, 2.0]","[7.102974644217778, 0.229047314983451]","[52.4606537839031, 34.09553438465792, 57.60071323326968, 1.0500000004713654]"
"[17.0, 8.0, 52.41037087929946, 80.30247807579819]","[0.12501774580969358, 5.567195704282105, 9.192026016977506, 0.19883230212951233]","[0.7882974845142884, 0.4093175002918319]","[69.99999990981044, 90.0, 1.0, 998.5114180739591, 2.0]","[7.102974670633379, 0.2290473125753997]","[44.68480013256944, 34.08171015185349, 57.68272480230751, 1.0500000381287753]"
"[13.0, 7.0, 41.339932215003564, 186.26806335392416]","[0.13227226979320003, 5.240423011099995, 9.192028285854123, 0.1988322918359281]","[0.7862015724575518, 0.4152899312408296]","[69.99999908606843, 90.0, 1.0, 1000.99, 2.0000011003034635]","[7.102974228248707, 0.22904735571541782]","[48.55208275078961, 34.00434325422271, 57.17429777774335, 1.0500000242500298]"
"[15.0, 8.0, 48.55986497895393, 110.1979731602897]","[0.125, 7.009395060999368, 9.192440422563752, 0.19883038113764587]","[0.7895332654394647, 0.4058265287199101]","[69.99999961284261, 90.0, 1.0, 737.0973310046699, 2.0]","[7.102974842678325, 0.229047317933516]","[56.6035720369562, 34.138724200403715, 57.691322584753934, 1.050000015054306]"
