Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[18.0, 9.0, 56.341207772571394, 57.01697701221506]","[0.12549776305822766, 8.563238125748626, 8.674354962627511, 0.22328728641882417]","[0.8149502506979942, 0.3386053739428844]","[60.00000000000321, 90.0, 1.0, 13.747185311357974, 2.0]","[7.19493472645468, 0.2261973557709136]","[38.61799088787089, 34.20887781904341, 50.79733587769429, 1.0500000295076208]"
"[19.0, 10.0, 61.47109722637152, 28.25867385975111]","[0.2531756576504172, 3.6557495436179206, 5.541277845238025, 0.562802916083142]","[0.7620248621116776, 0.4894255589094553]","[60.00000000000307, 90.0, 1.0, 13.657752499720898, 2.0]","[6.722540141704253, 0.27008110988021006]","[30.649681046049288, 32.759324735990475, 50.21510379541958, 1.0500315558436721]"
"[17.0, 9.0, 53.34962517260113, 76.19025821975285]","[0.125, 6.948005745610215, 8.337081377105658, 0.24170942467575202]","[0.7934127863247206, 0.3950134002959956]","[60.000000000002984, 90.0, 1.0, 74.03517171859548, 2.0]","[7.174483830585551, 0.22676435468636402]","[48.68596667765053, 33.725683729249326, 56.45184368968007, 1.0614679334869082]"
"[18.0, 9.0, 58.06511184578085, 47.01184428019452]","[0.21631556667011317, 3.551144040011493, 7.870021550200542, 0.2712466530367764]","[0.7913791975309646, 0.4006577043496025]","[60.000000000003105, 90.0, 1.0, 114.60778754984894, 2.0]","[7.370310096241674, 0.22073931419521897]","[38.65256200030208, 32.1855606931882, 48.14638386933826, 1.0511837507013146]"
"[17.0, 9.0, 53.40630998010484, 78.1306472821064]","[0.16431750745560167, 9.062474204897317, 9.074640237036812, 0.20400961977039933]","[0.7732072465969012, 0.4538628939816571]","[60.00000000000313, 90.0, 1.0, 14.256317396667086, 2.0]","[7.100863464823252, 0.22925110449258113]","[44.001541101297654, 28.734462256955542, 34.3704343462864, 1.0594168037514524]"
"[17.0, 8.0, 51.962268058033295, 86.39383010676232]","[0.5246295880645204, 1.7036904265012156, 5.3673108359711135, 0.5868637793426958]","[0.771225358296888, 0.4599878376744326]","[69.99894858679787, 90.0, 1.0689406511151636, 511.29831222312635, 2.0]","[7.086264192942629, 0.23072838245375168]","[46.55644929593798, 32.76818158269849, 45.25991100561162, 1.05]"
"[21.0, 10.0, 65.39222278754929, 10.0]","[0.1304262842030748, 9.824339878793035, 7.355256743931916, 0.3105371822804483]","[0.816397034739692, 0.3350481755075762]","[60.00000000000318, 90.0, 1.0, 46.50213729838747, 2.0]","[7.108964617178556, 0.22885431153793565]","[47.88066091333923, 33.353668020952036, 51.593475530911064, 1.0500000000000105]"
"[17.0, 9.0, 54.234315650259774, 71.81455286500163]","[0.5165593312334382, 2.6644268363053816, 5.2982580690749295, 0.5984709373941564]","[0.7959769884055514, 0.38797766293054636]","[60.000000000003226, 90.0, 1.0, 138.2158312566803, 2.0]","[7.031107080520638, 0.2361257170189704]","[56.511700748587124, 33.34416732019535, 41.0760055676989, 1.050000000139479]"
"[20.0, 10.0, 64.76602182175111, 12.468973862613215]","[0.125, 8.442896962189419, 7.564189000135217, 0.2936192590559232]","[0.7954524062924015, 0.3894115213983042]","[60.00000000000303, 90.0, 1.0, 315.73749775923125, 2.0]","[7.125517482054424, 0.2283226727248747]","[49.74320036636398, 31.87304858578681, 46.21838814906201, 1.0577865502040917]"
"[20.0, 10.0, 64.74579640561583, 19.962141493500496]","[0.12640091992590136, 8.096480802241986, 7.801150360605116, 0.2760540449320414]","[0.7811709447210167, 0.4299106787836485]","[60.00000000000319, 90.0, 1.0, 80.38584125219472, 2.0]","[7.290562590289163, 0.22315387970440034]","[20.029748647107386, 32.387844000187286, 49.151933445024866, 1.0536875489840853]"
"[13.0, 7.0, 42.01482670271414, 185.01354330384942]","[0.26041477744130465, 3.681391803401748, 5.3656540864637545, 0.5835310996812781]","[0.7628582555264141, 0.4866633054133237]","[60.00000000000297, 90.0, 1.0, 115.97782811607445, 2.0]","[7.03770235438982, 0.23546090457290825]","[51.44535505453316, 30.093006085495112, 34.907482319154795, 1.0500000023031197]"
"[14.0, 7.0, 45.28359101152902, 150.9349126320715]","[0.2910752159667822, 3.0393794355584496, 5.902453672524194, 0.5263794532389016]","[0.7931367635507184, 0.395812549382328]","[69.6644392271433, 90.0, 1.2354429920533099, 779.5736605858685, 2.0126207032706924]","[7.08982755014216, 0.23033887687285445]","[38.06650267371149, 32.810280036777556, 50.92364820354757, 1.05]"
"[20.0, 10.0, 62.9778586927166, 20.04092649898778]","[0.12900430951420538, 6.782622738359281, 7.309983450445968, 0.31441389602218905]","[0.7699600035247168, 0.46399820463960423]","[60.00000000000316, 90.0, 1.0, 147.4940869677913, 2.0]","[6.871101290445997, 0.25296250559840827]","[47.87953505918239, 31.047396052969752, 44.21742986175352, 1.0891423243315126]"
