Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[18.0, 11.0, 51.830499873230686, 89.26107190990255]","[0.22622791694733008, 3.1427642923107486, 9.061678014157282, 0.24538638917814803]","[0.77495518154003, 0.44924202031472715]","[65.07413817613508, 90.86014512594764, 1.0349574175413656, 189.90072490208703, 2.018403782180407]","[7.3485525002080205, 0.22256586098985956]","[45.923490086400776, 32.83872595951126, 50.72102025151487, 1.2005568627136394]"
"[15.0, 8.0, 47.75193261249012, 140.99269829653954]","[0.17549207164858383, 6.948829631826082, 9.065434177603851, 0.2091870409242054]","[0.8098827771076775, 0.35298617205139093]","[70.28383071086748, 91.64510560379446, 1.122378389744985, 450.16450742588484, 2.0314059797213337]","[7.152501670913008, 0.23283369921608033]","[54.3621935586164, 36.28055953814716, 51.72493244503564, 1.1039021952431964]"
"[20.0, 18.0, 60.06875729495562, 37.52347405515242]","[0.14197606139248353, 6.769093226326248, 8.508833487984136, 0.2889788729415192]","[0.8110927140439905, 0.3510465739403442]","[76.32268856299548, 97.57558831547453, 1.085415593122529, 67.18616083606399, 2.007953154406066]","[7.067872161138763, 0.23628034148178062]","[53.42536082642743, 34.81591620264554, 55.53335177973489, 1.2206936533271207]"
"[14.0, 21.0, 42.01778092115079, 180.8719416103957]","[0.16796908536427618, 4.266146734288308, 8.629641831792933, 0.2487690224543477]","[0.7772450141085486, 0.4416834369538757]","[73.20906208097823, 94.73873102720549, 1.1176449845461873, 4.9453285339653315, 2.276538295361228]","[7.082406949503162, 0.23412502346859354]","[53.81759735334774, 32.59146358275624, 63.892507276556806, 1.2405033356917616]"
"[20.0, 14.0, 59.44529226085833, 38.01509418638024]","[0.19520571953028049, 4.745452052983441, 8.348204018101013, 0.2555004697593797]","[0.7964388287931933, 0.3914018833032451]","[68.95100300005134, 90.14816033808779, 1.0887669486730491, 555.8362475321135, 2.2451645587134834]","[7.18479141550946, 0.2267549853074462]","[10.213943735483255, 35.405503916852844, 62.067420561030985, 1.1712849948927828]"
"[19.0, 15.0, 59.789420272027265, 71.17464218881534]","[0.2073260845135458, 3.5189480069175594, 9.190721046837721, 0.2432466908362655]","[0.7828402235465385, 0.425345661718313]","[66.70708285288534, 91.61379755131172, 1.033359489493646, 113.16632196935329, 2.0515786286942888]","[7.1903295183538445, 0.22730792356060625]","[26.317627992419467, 37.3024992813881, 57.0338533156743, 1.0963054492082507]"
"[25.0, 12.0, 61.91169039129415, 27.960615511969817]","[0.21282927637639423, 3.5793095856017105, 9.508739595915177, 0.21289542841341255]","[0.795491978217632, 0.38934146427100025]","[67.44545106920592, 92.90499540417227, 1.0090749689199736, 581.0356344091538, 2.074238727147913]","[7.205888289651175, 0.22884533139917318]","[19.97347978785524, 34.74581898532073, 62.29549025002322, 1.1316529117664431]"
"[14.0, 13.0, 44.28968500270266, 163.8655575722792]","[0.1414632702421657, 5.324387668876695, 9.661742542998459, 0.20772631138269598]","[0.7879214663054283, 0.41503072424017784]","[70.12725802419644, 91.4152616605272, 1.0608626949206426, 23.780967358587898, 2.234476793572436]","[7.1040382851126695, 0.23004535968116918]","[49.22024240281521, 35.04570670665109, 55.23557692063519, 1.0806651834077292]"
"[17.0, 10.0, 44.47501890488948, 179.75188031235442]","[0.22305330305530047, 7.44293087289544, 8.417985741384467, 0.25651730023769503]","[0.77559555438999, 0.4502679917704465]","[78.71658084490939, 100.47653722245585, 1.007098354568916, 102.84442107807432, 2.178982407131423]","[7.180622086082343, 0.22965236303752787]","[65.88220636628134, 39.09896676758899, 63.164610554651915, 1.2159691645919857]"
"[19.0, 10.0, 54.05215347423643, 95.42900488661141]","[0.1837784254817938, 4.553334901625964, 9.412559226281953, 0.20607787539472783]","[0.7666065412746595, 0.47944693663775695]","[69.39659466721449, 91.6009590720946, 1.170606611806267, 511.44754627219453, 2.1783267409558507]","[7.068377481732783, 0.23934007812182756]","[43.05514181543785, 32.19170389209967, 40.55808551239767, 1.1343929643170891]"
"[18.0, 17.0, 51.851955287258534, 102.49333506828609]","[0.24624322353462674, 3.2866600824780936, 7.467855325304607, 0.3157401213484484]","[0.7595236586023207, 0.497712089188336]","[69.6742770778876, 93.9264499702354, 1.02758249194651, 465.03835903166106, 2.1025985999576386]","[7.158564209548455, 0.2275674660946403]","[49.11227233691869, 36.280936849025444, 60.55537410481791, 1.0949969465718123]"
"[21.0, 16.0, 51.401932555249346, 93.38067685899286]","[0.18027244694490174, 7.983832706588697, 9.023666154256302, 0.2375824295458519]","[0.7975857632500393, 0.3839924186129412]","[67.13906022733941, 91.54260534582531, 1.0092545583517771, 947.8135633599899, 2.1395015783596043]","[7.091494099746537, 0.23438318152616233]","[33.13349100548598, 38.40998237562807, 60.2857709155769, 1.092175634990763]"
"[24.0, 9.0, 54.87369078435994, 84.26631587764713]","[0.2332243263943356, 3.947833399089271, 8.600457594277458, 0.2839490127485681]","[0.7847916231512129, 0.4254811168012036]","[76.23878587516472, 97.10426917767826, 1.1846496819731442, 755.8076042201563, 2.0201022189351594]","[7.058634442288058, 0.2347857866961039]","[32.48484689741912, 36.01351729886465, 60.66323453493238, 1.1116668163524164]"
"[24.0, 11.0, 64.39864829704933, 32.236274668219906]","[0.2880028775067154, 3.837374024914017, 8.133669224159544, 0.2979531764812941]","[0.7735927021805757, 0.4561889406302919]","[80.85635493345643, 101.6366377581768, 1.082579982874378, 333.1037658203163, 2.0123448234921146]","[7.250176915232961, 0.2271474761059143]","[58.74775131040675, 38.769976556553786, 52.11345191939726, 1.1895582556940953]"
"[16.0, 9.0, 50.07595700148997, 119.49063220595464]","[0.28646834546794436, 3.0194787848566222, 7.993110832943293, 0.30565831980948716]","[0.7961314503624047, 0.3904225114973172]","[71.41627643835068, 93.71417478551778, 1.0225721856130843, 358.15698385804166, 2.426712271207996]","[7.058006350865721, 0.23534261504841575]","[61.30454381240076, 34.64673290423942, 62.8265999217655, 1.1834433861850946]"
