Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[13.0, 7.0, 42.086356894882314, 176.8125232330964]","[0.198596938015116, 3.3432065771468977, 9.191318516091059, 0.19887352527442115]","[0.7900343527045471, 0.40443081717576307]","[69.99928136617753, 90.0, 1.0, 905.5642222332011, 2.000212675453122]","[7.103335045775911, 0.22904058818142184]","[57.315671161598, 34.14856186218412, 57.69671228501747, 1.0500832891676302]"
"[13.0, 7.0, 42.098396736349834, 176.69392966270854]","[0.19279917520664033, 3.4571100327160997, 9.191972514201955, 0.19887242711518696]","[0.7886592651020604, 0.40830422397394833]","[69.99974187718492, 90.0, 1.000029686197297, 715.7729077774167, 2.0]","[7.1041342088649095, 0.22902257517774274]","[57.15446175267211, 34.166895579519924, 57.6823646122534, 1.0501070863069428]"
"[13.0, 7.0, 42.08998948642197, 176.80709648013558]","[0.1955761868614484, 3.4043629367015384, 9.190624891640665, 0.19890315197815178]","[0.7874619403532265, 0.4117009120241621]","[69.99850079776907, 90.0, 1.0, 409.112981511759, 2.0]","[7.1026539255752965, 0.22908095915462404]","[56.6348915914609, 34.16411928386869, 57.6443933244631, 1.05002558042805]"
"[13.0, 7.0, 42.08240037659737, 176.88696571850338]","[0.19766611574574175, 3.3599492943810545, 9.190744631941149, 0.19890391102559166]","[0.7888293804311487, 0.40781518426581814]","[69.99979166884178, 90.0, 1.0, 341.9302276079101, 2.0]","[7.10264451571845, 0.22912606692849125]","[57.31028031294877, 34.14926391044475, 57.67372899976616, 1.0502099333305521]"
"[13.0, 7.0, 42.09622672703401, 176.76856495515145]","[0.19797516531488402, 3.3575668328688657, 9.190568868587535, 0.19892292209139398]","[0.7908489607729278, 0.40214239589417544]","[69.99855138821941, 90.0, 1.0, 615.4147838295814, 2.0]","[7.101859001438012, 0.22916662062359827]","[55.870511561762015, 34.141577121418194, 57.67419079747598, 1.050038935682907]"
"[13.0, 7.0, 42.08815989474942, 176.8736124262681]","[0.1967379838905646, 3.3805377078927683, 9.192258200883842, 0.19885378018424604]","[0.7891859387749712, 0.4068089242663291]","[69.99789339347097, 90.0, 1.0, 292.24523810444776, 2.0]","[7.101193856693535, 0.2292437075106989]","[57.47223241012146, 34.1468437753581, 57.688501909933386, 1.0501790290585233]"
"[13.0, 7.0, 42.09204333475095, 176.72376672116215]","[0.19830488531651458, 3.348324911617269, 9.190835796135723, 0.19891953850769536]","[0.7880205194333585, 0.4101145264719173]","[69.99940897054329, 90.0, 1.0, 908.0464689457832, 2.0]","[7.1028871131666405, 0.22908734805657763]","[57.58965219885945, 34.13428863475994, 57.60487024766465, 1.0500103461950439]"
"[13.0, 7.0, 42.09766297564894, 176.8463827308464]","[0.1976047352608418, 3.363717158332028, 9.190347712436264, 0.19891185318345217]","[0.788423209622198, 0.408965466871968]","[69.998967079714, 90.0, 1.0, 235.7305541818325, 2.0]","[7.103151300559795, 0.2290439214972215]","[57.29668826376803, 34.13125012016086, 57.520045214952404, 1.0501093116886446]"
"[13.0, 7.0, 42.08383220639849, 176.84003694121733]","[0.1985232352383901, 3.3458833662132617, 9.191685808412105, 0.19890460106176755]","[0.787967572416607, 0.41025885332611894]","[69.99736033674941, 90.0, 1.0, 597.5896480016905, 2.0]","[7.1032861223906485, 0.22904017736044424]","[57.20331785668424, 34.14918867277403, 57.66521024711218, 1.0500806396157436]"
"[13.0, 7.0, 41.597375833853846, 183.21474866839276]","[0.1977971364991112, 3.3598775807628165, 9.19348890702759, 0.19882660778034042]","[0.7879013774298219, 0.4104728699622268]","[69.99972298617823, 90.0, 1.0, 503.5020391918677, 2.0]","[7.101887900987151, 0.22915558826474047]","[57.5608717224186, 34.14181884208836, 57.62110687376727, 1.0500209576039816]"
"[13.0, 7.0, 42.09525005953765, 176.77766932311587]","[0.19880519466286103, 3.338705510169898, 9.190594238457882, 0.19896990653321703]","[0.7891818961160005, 0.4068178923886399]","[69.99914926538962, 90.0, 1.0, 470.6811121081037, 2.0]","[7.103806597273008, 0.22906520054980398]","[57.154749709823854, 34.132692233844686, 57.62845304404897, 1.0501798306834778]"
"[18.0, 9.0, 58.255129739869716, 43.90563384883574]","[0.19831684697970983, 3.3463267743791882, 9.195802248318374, 0.19882768825325]","[0.7899301536821793, 0.4047491573242272]","[69.99747939659473, 90.0, 1.0, 265.3859858458955, 2.0]","[7.10197349291371, 0.22915272494482955]","[57.663460331548464, 34.156587283661885, 57.63895381954219, 1.050074233062783]"
"[13.0, 7.0, 42.07879051986068, 176.90772781452696]","[0.19725861153711122, 3.3703159962747495, 9.191131216561422, 0.19887193437044756]","[0.7893929009059316, 0.40622379025885236]","[69.99963294660957, 90.0, 1.0, 422.16660948498065, 2.0]","[7.10312372612852, 0.22904829120469308]","[57.3106940502312, 34.17109727955482, 57.69541064793862, 1.0500597714169477]"
"[13.0, 7.0, 42.084030346528515, 176.8906499423241]","[0.198682135226487, 3.340318450230221, 9.191812455626634, 0.19884440756989682]","[0.7884384919552249, 0.40892179268226964]","[69.99794942003626, 90.0, 1.0, 786.4382138791343, 2.0]","[7.1031284386583, 0.2290775255682622]","[57.10739721189128, 34.1310669891301, 57.59570233020461, 1.0501205109350962]"
"[13.0, 7.0, 42.01810820874736, 177.6721440410678]","[0.19856808939506812, 3.344556436750263, 9.192468827448943, 0.1988872825501282]","[0.7891814956352637, 0.4068225886705635]","[69.99965455349268, 90.0, 1.0, 964.0838057841758, 2.0]","[7.103503496482598, 0.2290376512184565]","[57.43335317788077, 34.138505395431714, 57.641087529005425, 1.0500409949850278]"
