Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[15.0, 8.0, 48.56502192018279, 110.15454765517413]","[0.16562717275245686, 4.101585038503035, 9.192124247773707, 0.1988739611970759]","[0.7880289366232806, 0.41007937761287644]","[70.0, 90.0, 1.0, 479.838870290156, 2.0]","[7.102955909316901, 0.22904921578141094]","[57.61278847559749, 34.14653836252521, 57.66484656574946, 1.050027537218444]"
"[15.0, 8.0, 48.56957525603383, 110.15846210395217]","[0.19303478523737455, 3.450745822610476, 9.192038802436505, 0.1988341922914752]","[0.7885356642681047, 0.40864354282410636]","[70.0, 90.0, 1.0, 726.5878934612269, 2.0]","[7.10300348904475, 0.22904701775055053]","[56.96172861436925, 34.14308181835803, 57.68983377875274, 1.0500033128203026]"
"[15.0, 8.0, 48.57478491984005, 110.07173570580323]","[0.172237332470067, 3.9204402843411446, 9.195807873143185, 0.19882256677104618]","[0.7886022299374323, 0.40845454522685704]","[70.0, 90.0, 1.0, 569.921075000264, 2.0]","[7.102961430712237, 0.2290492037550394]","[55.28068032265907, 34.1290415200571, 57.691950216188275, 1.0500468340916191]"
"[14.0, 7.0, 45.336519035843295, 140.2576448450522]","[0.13271405968142533, 5.222834436244395, 9.192266224739912, 0.19885763591767366]","[0.7885432823840304, 0.40862135264598454]","[70.0, 90.0, 1.0, 409.51554446343516, 2.0]","[7.102945592890124, 0.22905207202620884]","[52.7428750695425, 34.10651450355727, 57.63396500691915, 1.050010220668172]"
"[16.0, 8.0, 51.81346376500709, 84.57860653833517]","[0.19881233092092168, 3.3392057645351536, 9.19551832059775, 0.1988374399966731]","[0.7883975180594098, 0.40903407550149273]","[70.0, 90.0, 1.0, 433.7749173262096, 2.0]","[7.102920022182366, 0.2290529019151653]","[56.34230954261101, 34.13717519545336, 57.68254680906082, 1.0500006392116168]"
"[16.0, 8.0, 51.81323601318892, 84.58024527805449]","[0.19757418550385097, 3.3612776877071475, 9.192233796127036, 0.19883389041647137]","[0.7889082455941153, 0.4075893519894007]","[70.0, 90.0, 1.0, 644.7317591215727, 2.0]","[7.103012868961667, 0.22904706111592826]","[56.974263024382, 34.14241924542867, 57.69205353348371, 1.0500053094226862]"
"[15.0, 8.0, 48.55977053604956, 110.20079025884154]","[0.17984122315631892, 3.736591828834539, 9.195424060908465, 0.19881895513042952]","[0.788662583340267, 0.40828379195103687]","[70.0, 90.0, 1.0, 539.6901779397999, 2.0]","[7.102974752692469, 0.2290473019918725]","[56.700259049636244, 34.13935109484333, 57.69887614047719, 1.0501327758334316]"
"[16.0, 8.0, 51.812564712868344, 84.60630883436727]","[0.15361208482650818, 4.452489647197433, 9.191166969584566, 0.19887279840659478]","[0.7886560361189461, 0.4083023117915908]","[69.9999948405512, 90.00000737584288, 1.0, 652.1204045292553, 2.0]","[7.102968688066716, 0.22904897841876265]","[57.12243455708296, 34.142365824387355, 57.67738941165183, 1.0500103695513332]"
"[17.0, 9.0, 55.051810199099684, 62.71445172579615]","[0.19636917967289858, 3.384860626894386, 9.192610069581313, 0.19885009743657367]","[0.7888155212419157, 0.4078513622846646]","[70.0, 90.0, 1.0, 526.4358885592316, 2.0]","[7.102935608431016, 0.2290512624125325]","[56.29453126161348, 34.1375927866358, 57.68080176879434, 1.050008474732492]"
"[15.0, 8.0, 48.5687143618818, 110.1235837842604]","[0.1968848689197649, 3.374857457836552, 9.191921674339493, 0.1988378827018237]","[0.7886808288756537, 0.40823218485137397]","[70.0, 90.0, 1.0, 408.05836369905035, 2.0]","[7.10296107743773, 0.2290486665137115]","[55.40960584087144, 34.10586272272213, 57.54254096689348, 1.050000167101015]"
"[14.0, 7.0, 45.333274569103565, 140.29962088189873]","[0.14980899052801808, 4.579064717392173, 9.192964521074076, 0.19883529254026272]","[0.788482323557908, 0.408793916208087]","[70.00000000184464, 90.00000000306281, 1.0000000001598517, 461.26094662527385, 2.0000000014818817]","[7.103092128094149, 0.22904384066824476]","[57.15929547375939, 34.146183914806386, 57.693212007149995, 1.0500997475151077]"
"[15.0, 8.0, 48.574945792739335, 110.06937630108293]","[0.19701044701352013, 3.3734657511521706, 9.192289782174589, 0.19883194028974013]","[0.7883347774509687, 0.40921181815325414]","[70.0, 90.0, 1.0, 427.0061681220234, 2.0]","[7.102863086096285, 0.22905910442787847]","[57.641777418098805, 34.15797456057536, 57.69177994475053, 1.0500104557479129]"
"[16.0, 8.0, 51.811950283465826, 84.59650617348463]","[0.13931563027200608, 4.968543967720845, 9.192322953433672, 0.19891142765276926]","[0.7894897169927529, 0.40594916582993934]","[69.9999944936774, 90.00000007586202, 1.0000000000000122, 447.7466895816688, 2.0000000107468097]","[7.102937016380485, 0.22905223917217477]","[57.55350502510407, 34.14933332681548, 57.69032650394345, 1.0500309277857063]"
