Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[18.0, 9.0, 58.18841983543338, 44.7080301300212]","[0.12500026891618074, 6.826540155543012, 8.41658418814615, 0.23715786827274335]","[0.7934592956064317, 0.3948820909045565]","[70.00000000000198, 90.00000000000198, 1.0, 835.4649561289301, 2.0000000000508322]","[7.102974757880381, 0.22904730081516012]","[79.82448704956441, 33.437942738933984, 81.14472427225806, 1.416015549385063]"
"[17.0, 9.0, 54.88547270126906, 63.762518976261745]","[0.25179631895366117, 2.9086257256290455, 7.773439080944277, 0.2780243812429901]","[0.7907223293887037, 0.4024885297934008]","[72.40416062907616, 92.40416062907616, 1.000004184537492, 231.0000707279763, 2.0000000000555676]","[7.093789996901412, 0.22993565755677636]","[52.927403265431224, 34.09915412826769, 57.95299378217667, 1.0540841968391947]"
"[13.0, 7.0, 42.09607383129711, 176.66598800972972]","[0.28889426333909507, 2.7418730004282086, 6.87552549443138, 0.35538368660407704]","[0.7986511710689879, 0.38073869848165254]","[72.91262858906063, 92.91262858906063, 1.0000000154758353, 445.53985179474876, 2.000000519024309]","[7.063217554679817, 0.23292578550539342]","[57.8908843332502, 34.13265718194952, 57.971045425110226, 1.0543483118768602]"
"[13.0, 7.0, 41.96208929625522, 178.33362585486194]","[0.17814450903785442, 4.428550588631731, 7.287199240228181, 0.3163646819619175]","[0.7909277877673278, 0.4019138258088436]","[70.0004069010902, 90.0004069010902, 1.0000209502131936, 327.2699398931506, 2.0000113009796094]","[7.102966354685561, 0.22904811149510507]","[65.26595996241274, 32.04861477058357, 86.94439394022001, 1.5064059718605571]"
"[13.0, 7.0, 41.920806573660165, 178.85033071874147]","[0.3404590873465048, 2.246594287192808, 7.018181020628718, 0.3410830596155108]","[0.7908643120155825, 0.40209131412540633]","[70.0059556137591, 90.0059556137591, 1.0, 282.28817558896685, 2.000000007384178]","[7.111352704388152, 0.2287774581967472]","[57.669988109245914, 34.147533601945014, 57.69409719060232, 1.0500279164007738]"
"[16.0, 8.0, 51.659806424165424, 85.69893293418853]","[0.2634364777110591, 3.0624839513069317, 6.790123747177251, 0.36438047861735257]","[0.8105846157786454, 0.3495575352181143]","[69.99999999223296, 90.0, 1.0, 987.0927958228217, 2.0]","[6.9677295880547785, 0.24260364179919244]","[63.8863170225399, 33.403169843518356, 67.8415317364854, 1.2133530665898986]"
"[14.0, 7.0, 45.21947555454472, 141.45297279168048]","[0.3815423581948395, 2.15594736120928, 6.286585075393475, 0.42508882428806727]","[0.7914600379376469, 0.4004278421705922]","[75.03333809920521, 95.03333809920521, 1.0, 355.2325778886267, 2.0000000000000075]","[7.10918320492756, 0.22884727389256573]","[62.94481499683846, 33.58915505232674, 65.21340792448625, 1.1729157002002268]"
"[17.0, 9.0, 55.00664097056643, 62.998310824335135]","[0.3369664976443849, 2.8423351033758073, 5.1901126236287665, 0.6236712404417419]","[0.7859549096519518, 0.4159971416508302]","[70.00001190915155, 90.00001190915155, 1.0000000000042133, 75.13434270046052, 2.0059345380757168]","[7.091816810417026, 0.23012710189790675]","[87.91319540953728, 33.739416133523406, 87.37604245939238, 1.5258961745341142]"
"[13.0, 7.0, 42.01087125943983, 177.72481193498908]","[0.12500000000168482, 6.521737413665595, 7.001615517532993, 0.34269894284655505]","[0.7808317787451274, 0.43089734145229885]","[70.00010713419661, 90.00010713419661, 1.0000534128224055, 165.87464698859952, 2.0002583265403837]","[7.106392412304075, 0.22893714583416835]","[57.68837518711477, 34.14758776693925, 57.6923093699132, 1.0500000261707236]"
"[13.0, 7.0, 42.09324569796785, 176.70104153722102]","[0.1987879430933318, 3.3382180044474, 9.191975202351772, 0.19883444113129106]","[0.7959502734156284, 0.38805046668564336]","[70.02108194990008, 90.02108194990008, 1.0000000000000029, 675.868701888006, 2.00001054972526]","[7.1002240280721125, 0.22931287497438468]","[71.220929394823, 31.20798418852623, 54.52936217648668, 1.261098764840856]"
"[20.0, 10.0, 64.72019756730691, 12.192621209440269]","[0.38826648366203975, 2.1250156701669787, 6.245516126253951, 0.43201613040884396]","[0.7750552612887849, 0.4482017563844385]","[70.02914103112477, 90.02914103112477, 1.0000000204364934, 564.5890039214571, 2.0000000000000004]","[7.103236994843998, 0.2290388448578318]","[57.569422686786, 34.14650535699531, 57.69179608959159, 1.0500016807369998]"
"[17.0, 9.0, 54.9462468166812, 63.37871833238053]","[0.2086526342920483, 3.226197831676779, 8.946518232666106, 0.2098945581898397]","[0.8053810270109727, 0.3629355597657896]","[70.0987399767662, 90.0987399767662, 1.0000000000000464, 419.63297597001554, 2.000000000000001]","[7.097916832248192, 0.22953594250173476]","[78.05041470578828, 32.6436848718957, 78.04705567985033, 1.3676229585868878]"
"[15.0, 8.0, 48.54426305816577, 110.33124426098075]","[0.20398549782036382, 3.4830860167459097, 8.353856495298038, 0.24073279632695518]","[0.7875042787426051, 0.41157008598340883]","[73.67590570498727, 93.67590570498727, 1.0000306016438647, 243.6189428439489, 2.0000036534543284]","[7.102975994685124, 0.22904726093229702]","[84.05594643291589, 32.31139339745346, 84.88751209436154, 1.4743125959185828]"
"[18.0, 9.0, 58.22797607290515, 44.035004564190444]","[0.18354927971617996, 3.7292418001398833, 8.932046708825, 0.21057524310914846]","[0.7909784894050161, 0.40177209751214327]","[72.03077098240892, 92.03077098240892, 1.0, 6.540742304715858, 2.0]","[7.10287023493762, 0.22905738470959097]","[74.66459128513857, 32.92355984766514, 74.66411425944881, 1.3147705298656702]"
"[14.0, 7.0, 45.12656729950343, 142.408428343395]","[0.17893849720134172, 3.759533840140727, 9.183594767137377, 0.19919748822514408]","[0.8031894430312811, 0.3686695840002565]","[70.0000052956449, 90.0000052956449, 1.0, 344.85434027822333, 2.0000000000005507]","[7.102974509216068, 0.22904732480445433]","[59.55400833723402, 34.17441636994921, 59.54895198965273, 1.0790431021959082]"
