Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[14.0, 7.0, 45.33609346933906, 140.26120665416934]","[0.19765275076780156, 3.360227853087707, 9.199481717598328, 0.19880384977452317]","[0.7878807114408115, 0.4104999456823164]","[69.99999391114433, 90.0, 1.0, 352.13030134191575, 2.0]","[7.102934063126149, 0.22905174296418201]","[54.58922812224858, 34.1162425811275, 57.63304051715122, 1.0500099911648184]"
"[14.0, 7.0, 45.3311669211601, 140.31969806649553]","[0.18924549533437482, 3.4837241727225763, 9.360035419603639, 0.1980992799516759]","[0.7898464414283374, 0.4049467294494975]","[73.2186465985759, 93.21871561025958, 1.0, 915.9657778804826, 2.0]","[7.1030845252539505, 0.22904465224039244]","[57.494726857846885, 34.14673859544526, 57.687886000500114, 1.0500078420151353]"
"[19.0, 10.0, 61.52811549641911, 26.933198819202534]","[0.1751591507162178, 3.8470081018174653, 9.198008537687993, 0.19882090009191633]","[0.787459363966981, 0.41170062330263585]","[69.9999935692461, 90.0, 1.0, 161.3326206486211, 2.0]","[7.102863067995887, 0.2290599020600488]","[57.42993437751975, 33.89648486159627, 56.14016855753192, 1.0500015358533834]"
"[14.0, 7.0, 45.288919036731436, 140.7457589343268]","[0.19849316115156945, 3.344228304110026, 9.190863583888326, 0.19888835874558394]","[0.7870158358980737, 0.4129627024526748]","[69.99998286161258, 90.0, 1.0, 379.03372643452616, 2.0]","[7.102974590211177, 0.22904785907501377]","[57.59717103427112, 34.14714332297, 57.69110650851063, 1.050004822836747]"
"[17.0, 9.0, 55.01937140076393, 62.91851795958003]","[0.13496025391426886, 5.137038086650302, 9.191802814374629, 0.1990421402710116]","[0.7891772105873518, 0.40683609976253987]","[69.99998956438048, 90.0, 1.0, 744.498155797243, 2.0]","[7.102967218765237, 0.22904805939358544]","[56.760610431445876, 34.13732887861483, 57.67582826423095, 1.050021637911604]"
"[13.0, 7.0, 42.09814877642744, 176.64147947808243]","[0.19073082539359598, 3.5046642198082893, 9.193496442544415, 0.19884299411734122]","[0.7860697427675378, 0.41567028749624124]","[69.99999775377279, 90.0, 1.0, 680.3649878412209, 2.0]","[7.102934816177298, 0.22905574296147616]","[56.4222047730107, 34.14286708435477, 57.69164507665674, 1.0500351439141342]"
"[14.0, 7.0, 45.33606141754603, 140.26316524835215]","[0.18875121397600378, 3.547483251091414, 9.191282170728044, 0.19892108820518292]","[0.7879170477155497, 0.4103984076980252]","[69.99999879087679, 90.0, 1.0, 43.84886832547067, 2.0]","[7.103021027131126, 0.22904679295791225]","[57.68348301395217, 34.13113686715916, 57.58893056935062, 1.0500018264543518]"
"[15.0, 8.0, 48.468600482934015, 110.97912924995664]","[0.1987786362652495, 3.337113537209049, 9.202330219893286, 0.19890714601604942]","[0.7884700643796942, 0.4088357039895223]","[69.99999996635374, 90.0, 1.0, 723.6893810634816, 2.0]","[7.102776958025733, 0.2290668649005721]","[58.02073813252181, 34.12990581103103, 58.01498585816086, 1.0551245835621388]"
"[14.0, 7.0, 45.33671593729454, 140.25463873069427]","[0.17610182607353275, 3.824684104446077, 9.197491901208965, 0.1988071628047009]","[0.78893775665139, 0.40751106791666636]","[71.90884724238497, 91.90911287130432, 1.0, 996.9469325195819, 2.0]","[7.102989411148669, 0.22904741334853093]","[58.24406929557462, 33.426951443324825, 53.673705121689444, 1.0603546401214883]"
"[19.0, 10.0, 61.527336600107496, 26.936691115055137]","[0.23058120364176996, 2.989660913310018, 8.539109469866377, 0.2311163474865529]","[0.7891951430172066, 0.4067795037725026]","[69.99999998229292, 90.0, 1.0, 642.2932429078846, 2.0]","[7.103111809069249, 0.22904433489704015]","[57.653720796238744, 34.04066447382784, 57.026894878796405, 1.0500392650143533]"
"[16.0, 8.0, 51.81333092913571, 84.5814066736075]","[0.19436378935204995, 3.424369325587431, 9.193577208473428, 0.1988336377478121]","[0.7897346521610038, 0.4052600618729563]","[71.13509234964752, 91.13608937112576, 1.0, 629.2632611317964, 2.0]","[7.103086934199323, 0.2290450969648665]","[57.69637593427253, 34.14676133530699, 57.69762362257015, 1.0501318722638122]"
"[15.0, 8.0, 48.57330756305641, 110.08381914933237]","[0.1471292269636361, 4.680431005714296, 9.192099416198557, 0.19898431467683064]","[0.7882509474060972, 0.4094494410138367]","[71.41358410657428, 91.41367799843945, 1.0, 808.3084755464254, 2.0]","[7.102993115554359, 0.22904765300839247]","[57.60661214466406, 33.55826860188234, 53.900365242070656, 1.0500457367760812]"
"[20.0, 10.0, 64.76627324183833, 11.991198247790694]","[0.2049622989572077, 3.2816227784340186, 9.043147471910197, 0.2054895618753378]","[0.7881883799423555, 0.4096268878581719]","[70.42434610711938, 90.42524509908291, 1.0, 262.9424110871355, 2.0]","[7.102886815085796, 0.22905781109006043]","[57.674652244219224, 34.14726348199007, 57.687616089034975, 1.0500062152042184]"
"[20.0, 10.0, 64.76579213285405, 11.993531919678869]","[0.253031183550715, 2.7891420017463493, 8.16533771045539, 0.25358186261975213]","[0.7889952531373092, 0.4073448757396564]","[69.99999318701684, 90.0, 1.0, 921.6753052092705, 2.0]","[7.103037729736089, 0.22905314633927557]","[52.572053118999705, 34.11124067832344, 57.69041330902968, 1.0500093757248634]"
"[14.0, 7.0, 45.27474097346556, 141.32773592770192]","[0.1900656955780601, 3.5104211127252825, 9.204709879015292, 0.198862695341741]","[0.7879968604168278, 0.4101760167334905]","[69.99999835317811, 90.0, 1.0, 16.74960039980227, 2.0]","[7.103018688798348, 0.22905005343073787]","[57.62043943262314, 34.14397751861935, 57.67296667548838, 1.0500019441796662]"
