Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[14.0, 7.0, 45.33678756476682, 140.253846707717]","[0.19883230722453815, 3.337365298644192, 9.192024322483867, 0.19883230722463774]","[0.78867513358211, 0.40824829332821877]","[70.0, 90.0, 1.0, 742.4815553482615, 2.0]","[7.102974757880888, 0.2290473008151112]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[13.0, 7.0, 42.09844559585492, 176.63659584243945]","[0.19883230722406428, 3.3373652986585434, 9.192024322471902, 0.19883230722474818]","[0.7886751374840855, 0.4082482822917656]","[70.0, 90.0, 1.0, 499.9384515986851, 2.0]","[7.1029747578808875, 0.2290473008151113]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[13.0, 7.0, 42.0984455958493, 176.63659584259796]","[0.19883230722422668, 3.3373652986528666, 9.19202432248589, 0.1988323072243497]","[0.7886751338142495, 0.4082482926716293]","[70.0, 90.0, 1.0, 685.2259866037541, 2.0]","[7.102974757880887, 0.22904730081511135]","[57.692307692307644, 34.1476203486744, 57.69230769230769, 1.05]"
"[14.0, 7.0, 45.33678756476682, 140.253846707717]","[0.19883230722345696, 3.337365298662456, 9.192024322485306, 0.19883230722431575]","[0.788675135380785, 0.4082482882407976]","[70.0, 90.0, 1.0, 594.9689654976465, 2.0]","[7.1029747578808875, 0.2290473008151113]","[57.69230769230765, 34.1476203486744, 57.692307692307686, 1.05]"
"[14.0, 7.0, 45.33678756476682, 140.253846707717]","[0.198832307223896, 3.3373652986600764, 9.19202432248284, 0.1988323072243403]","[0.7886751331966302, 0.4082482944185203]","[70.0, 90.0, 1.0, 911.3562929566255, 2.0]","[7.10297475788089, 0.22904730081511113]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[13.0, 7.0, 42.09844559585106, 176.63659584253173]","[0.19883230722446527, 3.337365298652313, 9.192024322478929, 0.19883230722455836]","[0.7886751301000278, 0.40824830317703475]","[70.0, 90.0, 1.0, 499.396261437458, 2.0]","[7.10297475788089, 0.22904730081511113]","[57.692307692307644, 34.1476203486744, 57.69230769230769, 1.05]"
"[14.0, 7.0, 45.33678756476682, 140.253846707717]","[0.19883230722344075, 3.3373652986719056, 9.192024322479288, 0.1988323072244116]","[0.7886751332040376, 0.40824829439756904]","[70.0, 90.0, 1.0, 867.1007728095079, 2.0]","[7.10297475788089, 0.22904730081511113]","[57.692307692307644, 34.1476203486744, 57.69230769230769, 1.05]"
"[15.0, 8.0, 48.575129533678755, 110.06768405126495]","[0.1988323072238035, 3.3373652986566005, 9.192024322482965, 0.198832307224595]","[0.7886751329644619, 0.40824829507519145]","[70.0, 90.0, 1.0, 542.3811687606924, 2.0]","[7.1029747578808875, 0.2290473008151113]","[57.692307692307644, 34.1476203486744, 57.69230769230769, 1.05]"
"[14.0, 7.0, 45.336787564766816, 140.25384670771706]","[0.1988323072242571, 3.3373652986474958, 9.192024322481858, 0.19883230722433556]","[0.7886751343333952, 0.40824829120326345]","[70.0, 90.0, 1.0, 868.0568863203374, 2.0]","[7.102974757880887, 0.22904730081511135]","[57.69230769230765, 34.1476203486744, 57.692307692307686, 1.05]"
"[13.0, 7.0, 42.098445595854635, 176.63659584244323]","[0.19883230722417544, 3.3373652986515285, 9.192024322498566, 0.19883230722447826]","[0.7886751394500915, 0.4082482767310608]","[70.0, 90.0, 1.0, 736.3552675915314, 2.0]","[7.10297475788089, 0.22904730081511113]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[13.0, 7.0, 42.098445595854734, 176.6365958424419]","[0.19883230722409348, 3.3373652986510103, 9.192024322483679, 0.1988323072243281]","[0.788675136019716, 0.4082482864336281]","[70.0, 90.0, 1.0, 1000.99, 2.0]","[7.102974757880889, 0.22904730081511118]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[15.0, 8.0, 48.575129533678755, 110.067684051265]","[0.19883230722410603, 3.3373652986633338, 9.192024322480487, 0.19883230722444367]","[0.7886751328214544, 0.40824829547967767]","[70.0, 90.0, 1.0, 1000.99, 2.0]","[7.10297475788089, 0.22904730081511113]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[14.0, 7.0, 45.33678756476684, 140.25384670771692]","[0.19883230722402345, 3.337365298652123, 9.192024322483347, 0.19883230722433712]","[0.788675130040677, 0.40824830334490403]","[70.0, 90.0, 1.0, 1000.99, 2.0]","[7.102974757880888, 0.2290473008151112]","[57.69230769230765, 34.1476203486744, 57.692307692307686, 1.05]"
"[14.0, 7.0, 45.33678756476684, 140.25384670771692]","[0.19883230722403195, 3.337365298654467, 9.192024322485908, 0.19883230722433076]","[0.7886751311899713, 0.40824830009420865]","[70.0, 90.0, 1.0, 646.2039050301184, 2.0]","[7.10297475788089, 0.22904730081511113]","[57.692307692307644, 34.14762034867441, 57.69230769230769, 1.05]"
"[13.0, 7.0, 42.09844559585492, 176.63659584244002]","[0.19883230722424713, 3.33736529864948, 9.192024322482077, 0.19883230722434328]","[0.7886751380369511, 0.4082482807280253]","[70.0, 90.0, 1.0, 668.5526557877563, 2.0]","[7.1029747578808875, 0.2290473008151113]","[57.69230769230765, 34.1476203486744, 57.692307692307686, 1.05]"
