Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[16.0, 8.0, 49.268620614983966, 104.35755322491393]","[0.4236462132783227, 1.8132953211022373, 6.741059187756852, 0.4241107664988297]","[0.7934376177763555, 0.39547021364915447]","[70.15014436823512, 90.16009147324208, 1.0061733902947982, 838.8760616062232, 2.008460835963882]","[6.979462053053483, 0.24141826277343245]","[85.72154014003921, 31.992828125120766, 85.53585964606158, 1.48766959679195]"
"[19.0, 10.0, 59.31883252464728, 38.194328723925935]","[0.2701865934057177, 3.3976150285208617, 5.6166314606843155, 0.5326919433635428]","[0.7983220634088795, 0.3816670646604088]","[76.36323366163418, 96.36481159069889, 1.0028141619394353, 672.896117461492, 2.000222375332351]","[7.061086775339044, 0.23327411504164297]","[63.35334800444876, 31.148702437613707, 46.78338805417658, 1.151353341687652]"
"[15.0, 8.0, 48.35516002132643, 112.00763653991821]","[0.3022601519480654, 2.81945204443594, 6.205629054796311, 0.43703409691391215]","[0.8284569643596855, 0.30642410620201066]","[72.721135863981, 92.76430208850255, 1.0016302309585352, 365.77120592656803, 2.0083279636084703]","[7.014925171566114, 0.23891835695610347]","[69.6041033572412, 33.48995486832636, 69.61938738183309, 1.2361115392955728]"
"[19.0, 10.0, 59.362763528891314, 37.978157262765436]","[0.2841406217540401, 3.210959505253583, 5.6590027857672, 0.5261683776098016]","[0.7602977116072982, 0.4953399564340847]","[71.40891898774018, 91.41164223030496, 1.0022995109823534, 499.640767073744, 2.001982351185063]","[6.8583157574545925, 0.2546315176050037]","[99.95564762567176, 31.17010329911859, 99.95447083566631, 1.7258685682205028]"
"[19.0, 10.0, 59.8482567481288, 35.64265240626723]","[0.19745149522102076, 3.5586085331875426, 8.532161640542865, 0.23097361864358282]","[0.7708362484491044, 0.46144744927829073]","[75.54999357791135, 95.55238697861442, 1.0008271305881942, 749.741470910218, 2.000171925905512]","[6.786897307055183, 0.2624972599777539]","[73.19600582441781, 32.518548241894685, 68.58727521073462, 1.2952132078564245]"
"[18.0, 9.0, 57.17594086365024, 49.98432683399844]","[0.21284881171196884, 3.399420086511805, 8.101502524241564, 0.25644231016453833]","[0.7941810441904872, 0.3930932620343426]","[71.51074781782106, 91.51725330051482, 1.001819843944486, 229.94554001656235, 2.0105891953331336]","[6.643116599957962, 0.28012178058303216]","[71.36246362620818, 33.2079607260397, 71.16927551800693, 1.2635818499913287]"
"[21.0, 10.0, 65.01013513821923, 11.072328743839865]","[0.3022283648272211, 2.902002721206785, 5.956097934206117, 0.47469374186860347]","[0.786474076182294, 0.41574268363077127]","[70.11722610186445, 90.14740827190721, 1.002698373930234, 11.97667309748559, 2.005816185756261]","[7.07493795317668, 0.23208358278000962]","[74.25502356058132, 32.96691719771936, 74.2727457416604, 1.3098346304840454]"
"[20.0, 10.0, 63.793951354537036, 16.39593167222065]","[0.39117155365729916, 2.0796910529743307, 6.397353716523232, 0.41287551689314206]","[0.7945535101824873, 0.3919729672097376]","[71.74941259451168, 91.76119441498015, 1.0117198358987973, 515.675797715102, 2.0072843493850145]","[7.088673568933954, 0.23063625788439912]","[74.52255247276813, 31.48915448755417, 61.08098603440008, 1.3131202669150106]"
"[20.0, 10.0, 63.92762574457172, 15.708498881773004]","[0.5431353310541324, 1.3158364453801543, 7.070462464271503, 0.5458136745138276]","[0.8361823678181685, 0.2882331570535802]","[72.212587618916, 92.22827879873236, 1.002641064301454, 333.05890237331965, 2.0055766068537255]","[7.643630142007798, 0.2128534316174887]","[67.49178757619775, 33.30385642138738, 67.43592838831808, 1.2177096077198453]"
"[16.0, 8.0, 50.45701784033128, 94.92193177348527]","[0.8117026343092982, 1.232972333789183, 4.226430740695192, 0.940748335777782]","[0.7833963978359514, 0.42368750376654996]","[71.1140337153445, 91.12102928683423, 1.00343942016996, 199.66507449878767, 2.00156720775904]","[7.092202813473995, 0.23009986237878108]","[78.70933191455818, 32.83885565906728, 78.74513264862733, 1.3784700916217436]"
"[19.0, 10.0, 59.197200250131026, 38.86177093742765]","[0.422038680332993, 1.9437162092382398, 6.313873344379385, 0.4230314318512113]","[0.8202783274388844, 0.32619926924448284]","[76.55587656485415, 96.55907729321062, 1.0012804442542838, 491.7613655935033, 2.0028972282416193]","[6.921390320646747, 0.24769934484845849]","[58.54928944324147, 33.99743536389847, 57.968145504939194, 1.0648837008623169]"
"[14.0, 7.0, 42.685338972531426, 169.53083140862137]","[0.28423811363868035, 2.8825395207557216, 6.591442147533678, 0.3871415826572927]","[0.748503092949683, 0.5357121797723814]","[74.26466472549632, 94.2773012413887, 1.0013020181548178, 190.90202501903318, 2.00019543112344]","[7.5309479318799495, 0.21612727659397873]","[97.59674425304665, 31.07265630340099, 97.57501318772778, 1.6734634675252413]"
"[18.0, 9.0, 55.45927144215309, 60.42364618457103]","[0.365613601216823, 2.355991789451429, 5.963614749554332, 0.472904947587908]","[0.7483996997858385, 0.5364855283268781]","[70.17405175821203, 90.18930302700599, 1.0041433202900019, 11.31163021259286, 2.0054882973811474]","[7.195761232040722, 0.22651997634406568]","[68.60588059867393, 32.760719761306646, 63.165677725859304, 1.220953147794293]"
"[17.0, 9.0, 54.96190679610343, 63.47008350814659]","[0.5185520459066763, 1.7499296608202384, 5.6797223855402255, 0.5540656472073312]","[0.7760389875538916, 0.4454459628673829]","[74.07117838850905, 94.07358342438259, 1.0034639770822087, 871.3105550395001, 2.001407425584315]","[7.065896708377203, 0.23270976440708158]","[59.205416690831804, 34.07184474810584, 59.14931878085249, 1.0737424434437663]"
