Pressure Vessel,Welded Beam,Three Bar Truss,Multiple Disk,Tubular-Column,Corrugated-Bulkhead
"[19.0, 10.0, 61.41838678890288, 28.362658431404633]","[0.3128315313968393, 2.491189643726345, 7.155323629973551, 0.3294242031390684]","[0.78834254345428, 0.40919796531190844]","[70.00000000001103, 90.0000000000123, 1.0, 677.5943812827535, 2.0]","[7.102902089504458, 0.22905472837204655]","[78.92070260874279, 32.63879680991158, 78.76841467481383, 1.3948889231155355]"
"[18.0, 9.0, 58.02159188877065, 45.51197504815314]","[0.303045173157728, 2.5530828067422666, 7.050156681304139, 0.34094563747932255]","[0.7896978155692966, 0.4055480768141676]","[69.99999999999899, 90.0, 1.0000000000001703, 913.4635763568334, 2.0]","[7.102974815778183, 0.2290473006143262]","[88.03788189451593, 31.83026084709746, 88.03875064560742, 1.5251338235314729]"
"[14.0, 7.0, 45.30879043895138, 142.31830796769685]","[0.35798329077453517, 2.285424613143868, 6.560288192977226, 0.3905816081889321]","[0.7920075542182821, 0.3989504160180318]","[69.99999999999974, 90.00000000000242, 1.0, 1000.99, 2.0]","[7.102974530615575, 0.22904733429783136]","[82.7843760485009, 32.2662765117088, 83.04405922944402, 1.4469350897399]"
"[15.0, 8.0, 48.47292599709332, 112.20522721175784]","[0.2693395328063575, 2.8318223378273326, 7.7223326621583315, 0.28483615659807815]","[0.7874086310011815, 0.41184326047079906]","[69.99999999999828, 90.0, 1.0, 1000.99, 2.0]","[7.102974985096128, 0.22904729409593103]","[80.75489811105383, 32.48752471680633, 81.45432193982631, 1.4216530506692693]"
"[16.0, 8.0, 51.72618303775483, 85.28188182983244]","[0.28438411603366787, 2.751125140926326, 7.1731435326247315, 0.33240505922265984]","[0.788870837178278, 0.40772033031894384]","[69.99999999999802, 90.0, 1.0, 1000.99, 2.0]","[7.102974806005075, 0.2290473021476239]","[77.88348204900501, 32.67975339464782, 77.72514451267702, 1.3650482792776408]"
"[15.0, 8.0, 48.55391610668465, 110.95939493131674]","[0.2479700941031736, 2.9527006484580767, 8.221246666946517, 0.25156744175013396]","[0.7898378062896931, 0.4050709376184017]","[70.0, 90.0, 1.0000000000000018, 826.9482538994689, 2.0]","[7.102957020558296, 0.2290490339937047]","[84.32169210832855, 31.931849165260196, 86.15908366449247, 1.5011593447337521]"
"[15.0, 8.0, 48.57421832942895, 110.24451444334206]","[0.3002595991529509, 2.4754522971527555, 7.512128891735815, 0.30042728835144944]","[0.791187915822461, 0.4012149061642799]","[70.0000000000203, 90.0000000000269, 1.0, 381.53453132917355, 2.0]","[7.102974831583604, 0.22904729951982686]","[78.00604077337711, 32.70922207430373, 77.98554823593892, 1.368280323978008]"
"[15.0, 8.0, 48.31239780792226, 112.4930742005761]","[0.29529837252123703, 2.646123193646083, 7.389256016599455, 0.31149898420722744]","[0.7864744153744402, 0.4146018085945598]","[69.99999999999997, 90.00000000000072, 1.0000000000000027, 840.7708973996224, 2.0]","[7.102975775302649, 0.2290472763263407]","[74.64235931324498, 32.879352159960945, 74.79632544263308, 1.3208962279436567]"
"[16.0, 8.0, 51.57357379845808, 86.76481923676478]","[0.22762327003674201, 3.0335335037277678, 8.538352580280055, 0.23256547896024723]","[0.7879104872386763, 0.4104680417934479]","[69.99999999999979, 90.0, 1.0, 352.4366759012148, 2.0]","[7.1029743449472145, 0.22904752502153816]","[89.20213025614505, 31.66781500869819, 90.78408440540892, 1.568685346921297]"
"[14.0, 7.0, 45.299665792478926, 141.607558054195]","[0.2706686405429919, 2.7667605445058987, 7.5158706964521125, 0.30078429035277027]","[0.7876883467153726, 0.4110556341310532]","[70.00000000000094, 90.00000000000095, 1.0, 1000.99, 2.0]","[7.102974763126338, 0.2290473009238606]","[80.14308233932289, 32.506931448918266, 79.72395537584944, 1.4012065920964276]"
"[19.0, 10.0, 61.10016365602941, 29.42536951052472]","[0.3627481809013417, 2.2969681797638803, 6.793917622036098, 0.3695924319956935]","[0.7885942904299263, 0.4085318761073277]","[70.0000000000005, 90.00000000000051, 1.0, 934.2382950838835, 2.0]","[7.102974711619499, 0.22904730745643084]","[83.43499528095663, 32.23777968687836, 83.67908888667726, 1.4559541109422223]"
"[15.0, 8.0, 48.09867886248892, 114.3125746821024]","[0.298419701433301, 2.494895309643296, 7.43171949767859, 0.30550941040784757]","[0.788699224344208, 0.4082048582661544]","[70.00000000000011, 90.00000000000011, 1.0, 1000.99, 2.0]","[7.13006013039455, 0.22818270357349946]","[74.65073203161167, 32.89051550852013, 75.04390817491343, 1.3232291696964846]"
